movie_id,movie_name,year,genre,overview,director,cast
tt15354916,Jawan,2023,"action, thriller",a high-octane action thriller which outlines the emotional journey of a man who is set to rectify the wrongs in the society.,Atlee,"Shah Rukh Khan, Nayanthara, Vijay Sethupathi, Deepika Padukone"
tt15748830,Jaane Jaan,2023,"crime, drama, mystery",a single mother and her daughter who commit a crime and a neighbor who helps them cover it up amidst a police investigation.,Sujoy Ghosh,"Kareena Kapoor, Jaideep Ahlawat, Vijay Varma, Saurabh Sachdeva"
tt11663228,Jailer,2023,"action, comedy, crime","a retired jailer goes on a manhunt to find his son's killers. but the road leads him to a familiar, albeit a bit darker place. can he emerge from this complex situation successfully?",Nelson Dilipkumar,"Rajinikanth, Mohanlal, Shivarajkumar, Jackie Shroff"
tt14993250,Rocky Aur Rani Kii Prem Kahaani,2023,"comedy, drama, family","flamboyant punjabi rocky and intellectual bengali journalist rani fall in love despite their differences. after facing family opposition, they decide to live with each other's families for three months before getting married.",Karan Johar,"Ranveer Singh, Alia Bhatt, Dharmendra, Shabana Azmi"
tt15732324,Omg 2,2023,"comedy, drama",an unhappy civilian asks the court to mandate comprehensive education in schools in a dramatic yet amusing courtroom play.,Amit Rai,"Pankaj Tripathi, Akshay Kumar, Yami Gautam, Pawan Malhotra"
tt18266472,Sukhee,2023,drama,"much to the dismay of her husband, a middle-class housewife, known for her rebellious attitude in high school, decides to attend her class reunion.",Sonal Joshi,"Shilpa Shetty Kundra, Amit Sadh, Chaitannya Choudhry, Kusha Kapila"
tt18561736,The Great Indian Family,2023,family,"ved vyas tripathi, aka bhajan kumar, is a devout hindu man who faces an identity crisis and a personal dilemma when he discovers he is actually a muslim by birth.",Vijay Krishna Acharya,"Alka Amin, Bhuvan Arora, Manushi Chhillar, Srishti Dixit"
tt3691740,The Bfg,2016,"adventure, family, fantasy","an orphan little girl befriends a benevolent giant who takes her to giant country, where they attempt to stop the man-eating giants that are invading the human world.",Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement"
tt12844910,Pathaan,2023,"action, adventure, thriller","an indian agent races against a doomsday clock as a ruthless mercenary, with a bitter vendetta, mounts an apocalyptic attack against the country.",Siddharth Anand,"Shah Rukh Khan, Deepika Padukone, John Abraham, Dimple Kapadia"
tt15464390,Mastaney,2023,"action, drama, history","set in 1739, nadar shah's undefeated army was attacked by sikh rebellions. nadar demands to arrest them but it doesn't work out. five ordinary men are hired to play sikh rebellions but over time they learn what sikhs are.",Sharan Art,"Tarsem Jassar, Simi Chahal, Gurpreet Ghuggi, Karamjit Anmol"
tt1187043,3 Idiots,2009,"comedy, drama","two friends are searching for their long lost companion. they revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Rajkumar Hirani,"Aamir Khan, Madhavan, Mona Singh, Sharman Joshi"
tt14914988,Satyaprem Ki Katha,2023,"comedy, drama, musical","a middle-class boy in ahmedabad, satyaprem falling in one-sided love with katha, who is coping with her breakup with tapan. through the journey, they discover each other's life and complement in accomplishing what was left halfway.",Sameer Vidwans,"Kartik Aaryan, Kiara Advani, Supriya Pathak, Gajraj Rao"
tt3741834,Lion,2016,"biography, drama","a five-year-old indian boy is adopted by an australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",Garth Davis,"Dev Patel, Nicole Kidman, Rooney Mara, Sunny Pawar"
tt13131610,Bholaa Shankar,2023,"action, drama",a doting brother tries to hunt down notorious criminals who had harmed his sister.,Meher Ramesh,"Chiranjeevi, Tamannaah Bhatia, Keerthy Suresh, Raghu Babu"
tt22188452,Haddi,2023,"crime, drama","in this zee5 original film, a transgender, haddi moves to delhi and joins a gang of transgenders and cross-dressers headed by an influential man. but is this move aspirational or driven by revenge?",Akshat Ajay Sharma,"Nawazuddin Siddiqui, Anurag Kashyap, Mohd. Zeeshan Ayyub, Resh Lamba"
tt28568397,Friday Night Plan,2023,"comedy, drama","when their mother takes off on a business trip, two bickering brothers unite to secretly attend the hottest party of the year before she returns.",Vatsal Neelakantan,"Babil Khan, Amrith Jayan, Medha Rana, Aadhya Anand"
tt21908676,Neeyat,2023,"crime, mystery, thriller","when a mysterious murder takes place at exiled billionaire ashish kapoor's birthday getaway, detective mira rao must use all her skill to unravel devious motives as the suspects are kapoor's close family and friends.",Anu Menon,"Vidya Balan, Ram Kapoor, Rahul Bose, Neeraj Kabi"
tt15441054,Gadar 2,2023,"action, adventure, drama","when tara singh goes missing during a skirmish and is believed to be captured in pakistan, his son jeete sets out to rescue him and enters a labyrinth from which they both must escape at all costs.",Anil Sharma,"Sunny Deol, Amrish Puri, Nana Patekar, Ameesha Patel"
tt27542289,Por Thozhil,2023,"action, crime, thriller",a bright but faint-hearted rookie cop has to overcome his fears in order to succeed in his first case which sees him partnered with a reclusive senior officer to catch a serial killer on the loose.,"Vignesh Raja, T. Senthil Paramasivam","R. Sarathkumar, Ashok Selvan, Nikhila Vimal, Sarath Babu"
tt0454876,Life Of Pi,2012,"adventure, drama, fantasy","a young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. while cast away, he forms an unexpected connection with another survivor: a fearsome bengal tiger.",Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu"
tt0249371,Asoka,2001,"action, biography, drama",the epic tale of king asoka's life is recounted.,Santosh Sivan,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Hrishitaa Bhatt"
tt0838221,The Darjeeling Limited,2007,"adventure, comedy, drama","a year after their father's funeral, three brothers travel across india by train in an attempt to bond with each other.",Wes Anderson,"Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan"
tt5074352,Dangal,2016,"action, biography, drama",former wrestler mahavir singh phogat and his two wrestler daughters struggle towards glory at the commonwealth games in the face of societal oppression.,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra"
tt8239946,Tumbbad,2018,"drama, fantasy, horror",a mythological story about a goddess who created the entire universe. the plot revolves around the consequences when humans build a temple for her first-born.,"Rahi Anil Barve, Anand Gandhi, Adesh Prasad","Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty"
tt15428134,Dunki,2023,"comedy, drama",the rampant use of an illegal backdoor route called 'donkey flight' by indians to immigrate to countries like canada and usa.,Rajkumar Hirani,"Shah Rukh Khan, Taapsee Pannu, Boman Irani, Vicky Kaushal"
tt24485052,Sirf Ek Bandaa Kaafi Hai,2023,"crime, drama, thriller",a common man with honesty and integrity can take on the system when he has truth on his side.,Apoorv Singh Karki,"Manoj Bajpayee, Surya Mohan Kulshreshtha, Jai Hind Kumar, Nikhil Pandey"
tt1954470,Gangs Of Wasseypur,2012,"action, comedy, crime","a clash between sultan and shahid khan leads to the expulsion of khan from wasseypur, and ignites a deadly blood feud spanning three generations.",Anurag Kashyap,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha"
tt15433600,Khufiya,2023,"action, biography, crime","krishna mehra who is an operative at indian spy agency known as r&aw. she is assigned to track down the mole selling india's defense secrets, while all along grappling with her dual identity as a spy and a lover.",Vishal Bhardwaj,"Tabu, Ali Fazal, Wamiqa Gabbi, Azmeri Haque Badhon"
tt13751694,Animal,2023,"action, crime, drama","animal is the story of a son's obsessive love for his father. often away due to work the father is unable to comprehend the intensity of his son's love. ironically, this fervent love and ... see full summary »",Sandeep Reddy Vanga,"Ranbir Kapoor, Triptii Dimri, Saurabh Sachdeva, Anil Kapoor"
tt15891388,Miss Shetty Mr Polishetty,2023,"comedy, drama, romance","miss shetty is a feminist living in london and wants to be single forever. mr. polishetty from hyderabad in telangana, india, wants to be in a committed relationship. the two appear to be in different stages of life but somehow connect.",Mahesh Babu P.,"Keshav Deepak, Abhinav Gomatam, Jayasudha, Koushik Mahata"
tt19755170,Bawaal,2023,"action, drama, romance",a small-town man who falls in love with the most beautiful girl in town. he wants to marry her one day because marrying her can raise his social position.,Nitesh Tiwari,"Varun Dhawan, Janhvi Kapoor, Manoj Pahwa, Anjuman Saxena"
tt6277462,Brahmastra Part One: Shiva,2022,"action, adventure, fantasy","a dj with superpowers and his ladylove embark on a mission to protect the brahmastra, a weapon of enormous energy, from dark forces closing in on them.",Ayan Mukerji,"Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni"
tt20913276,Ghoomer,2023,"drama, sport","anina, a young batting prodigy, loses her right hand in an accident. an unsympathetic, failed cricketer gives her new hope, trains her with unconventional techniques, to turn her fate around. ghoomer is a new style of bowling they invent.",R. Balki,"Amitabh Bachchan, Shabana Azmi, Abhishek Bachchan, Saiyami Kher"
tt18411490,Tiger 3,2023,"action, adventure, thriller",plot under wraps,Maneesh Sharma,"Salman Khan, Katrina Kaif"
tt8672856,Tu Jhoothi Main Makkaar,2023,"comedy, romance","madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent, that believes love is a battle of wits.",Luv Ranjan,"Ranbir Kapoor, Shraddha Kapoor, Krrish Saini, Anubhav Singh Bassi"
tt15501640,Drishyam 2,2022,"crime, drama, mystery",a gripping tale of an investigation and a family which is threatened by it. will vijay salgaonkar be able to protect his family this time?,Abhishek Pathak,"Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran"
tt0083987,Gandhi,1982,"biography, drama, history",the life of the lawyer who became the famed leader of the indian revolts against the british rule through his philosophy of nonviolent protest.,Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth"
tt2338151,Pk,2014,"comedy, drama, sci-fi",an alien on earth loses the only device he can use to communicate with his spaceship. his innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani"
tt1188996,My Name Is Khan,2010,"adventure, drama, romance",an indian muslim man with asperger's syndrome takes a challenge to speak to the president of the united states seriously and embarks on a cross-country journey.,Karan Johar,"Shah Rukh Khan, Kajol, Sheetal Menon, Katie Amanda Keane"
tt3405236,Raees,2017,"action, crime, drama",a bootlegger sets out to improve his community as a promising leader but falls in a political trap.,Rahul Dholakia,"Shah Rukh Khan, Jaideep Ahlawat, Sunny Leone, Nawazuddin Siddiqui"
tt26324936,Rama Banam,2023,"action, drama","two siblings, who despite their difference in ideologies come together to fight for their common goal.",Sriwass,"Gopichand, Dimple Hayathi, Jagapathi Babu, Kushboo"
tt8108198,Andhadhun,2018,"crime, mystery, thriller","a series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan"
tt23036080,Thank You For Coming,2023,comedy,"when five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.",Karan Boolani,"Bhumi Pednekar, Dolly Ahluwalia, Shibani Bedi, Saloni Daini"
tt22086334,Dream Girl 2,2023,"comedy, drama, romance","karam, who is trying to live a serious life in mathura and falls in love with pari but life is hell bent on not taking him seriously. in a turn of events karam becomes pooja which creates further chaos in his already chaotic life.",Raaj Shaandilyaa,"Paresh Rawal, Ananya Panday, Ayushmann Khurrana, Annu Kapoor"
tt15380630,Kushi,2023,"comedy, drama, romance","raised in an atheist household, a young man falls in love with the daughter of his father's arch-rival, a devout hindu leader.",Shiva Nirvana,"Samantha Ruth Prabhu, Vijay Deverakonda, Lakshmi, Murli Sharma"
tt0986264,Taare Zameen Par,2007,"drama, family","an eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","Aamir Khan, Amole Gupte","Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer"
tt4430212,Drishyam,2015,"crime, drama, mystery","desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor"
tt22297828,Chor Nikal Ke Bhaga,2023,"crime, drama, thriller","a flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.at 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation.",Ajay Singh,"Yami Gautam, Sunny Kaushal, Sharad Kelkar, Indraneil Sengupta"
tt10083340,Gangubai Kathiawadi,2022,"biography, crime, drama","duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari"
tt27012110,Gaslight,2023,"crime, horror, mystery","misha returns to her royal family estate after 15 years to visit her estranged father, only to find him missing.",Pavan Kirpalani,"Sara Ali Khan, Vikrant Massey, Chitrangda Singh, Rahul Dev"
tt15245240,The Buckingham Murders,2023,thriller,"follows jass, a detective-mother who after losing her own child must investigate the murder of a 10-year-old in buckinghamshire, going down a rabbit hole of secrets, where almost everyone in the small town becomes a suspect.",Hansal Mehta,"Kareena Kapoor, Keith Allen, Haqi Ali, Chris Wilson"
tt13818368,Fighter,2024,"action, adventure, thriller","fighter is india's first aerial action film releasing in theaters on 25th january, 2024.",Siddharth Anand,"Hrithik Roshan, Deepika Padukone, Anil Kapoor, Akarsh Alagh"
tt15302222,Bholaa,2023,"action, adventure, crime","after getting out of prison with the desire to meet his daughter, bholaa's plans are interrupted by a well-orchestrated drug bust.",Ajay Devgn,"Ajay Devgn, Tabu, Abhishek Bachchan, Amala Paul"
tt1024943,Om Shanti Om,2007,"action, comedy, drama","in the 1970s, om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. he attempts to discover the mystery of his demise and find shanti, the love of his previous life.",Farah Khan,"Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher"
tt0248126,Kabhi Khushi Kabhie Gham...,2001,"drama, musical, romance","after marrying a poor woman, rich rahul is disowned by his father and moves to london to build a new life. years later, his now-grown younger brother rohan embarks on a mission to bring rahul back home and reunite the family.",Karan Johar,"Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan"
tt24268454,The Kerala Story,2023,drama,"a converted muslim woman fatima ba narrates her ordeal of how she once wanted to become a nurse but was abducted from her home and manipulated by religious vanguards, turned into an isis terrorist and landed in afghanistan jail.","Sudipto Sen, Vipul Amrutlal Shah","Adah Sharma, Yogita Bihani, Sonia Balani, Siddhi Idnani"
tt13131350,Vikram Vedha,2022,"action, crime, drama",a tough police officer sets out to track down and kill an equally tough gangster.,"Gayatri, Pushkar","Saif Ali Khan, Hrithik Roshan, Radhika Apte, Rohit Saraf"
tt0367110,"Swades: We, The People",2004,"drama, musical",a successful indian scientist returns to an indian village to take his nanny to america with him and in the process rediscovers his roots.,Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smith Seth"
tt3863552,Bajrangi Bhaijaan,2015,"action, adventure, comedy",an indian man with a magnanimous heart takes a young mute pakistani girl back to her homeland to reunite her with her family.,"Kabir Khan, Mehmet Tutkun","Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor"
tt27501039,Bloody Daddy,2023,"action, crime, drama","a messed up, tenacious man faces off against cops and crime lords to save the one relationship that matters to him.",Ali Abbas Zafar,"Shahid Kapoor, Vivan Bhatena, Diana Penty, Ronit Roy"
tt2980648,The Hundred,2014,"comedy, drama",the kadam family leaves india for france where they open a restaurant directly across the road from madame mallory's michelin-starred eatery.,Lasse Hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon"
tt10811166,The Kashmir Files,2022,drama,"a heart-wrenching tale that captures the pain, suffering, and struggle of the kashmiri pandit community in 1990 and leads krishna, a young college student, to set out on a quest to uncover the truth.",Vivek Agnihotri,"Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi"
tt22892546,Akelli,2023,"drama, thriller",an ordinary indian girl gets trapped in a war-torn land and survival is her battle.,Pranay Meshram,"Nushrratt Bharuccha, Amir Boutrous, Nishant Dahiya, Vijay Kumar Dogra"
tt2283748,Omg: Oh My God!,2012,"comedy, drama, fantasy",a shopkeeper takes god to court when his shop is destroyed by an earthquake.,Umesh Shukla,"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar"
tt12915716,Adipurush,2023,"action, adventure, drama",a modern adaptation of the indian epic ramayana which follows the exiled prince raghav's journey to rescue his wife janaki from the raakshash king lankesh.,Om Raut,"Kriti Sanon, Saif Ali Khan, Prabhas, Devdutta Nage"
tt15073166,Ib 71,2023,"action, thriller",a two- front war between indian intelligence agencies and the pakistani establishment.,"Sankalp Reddy, Lee Whittaker","Anupam Kher, Vidyut Jammwal, Dalip Tahil, Nissar Khan"
tt5935704,Padmaavat,2018,"drama, history, romance","set in medieval rajasthan, queen padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious sultan hears of padmavati's beauty and forms an obsessive love for the queen of mewar.",Sanjay Leela Bhansali,"Deepika Padukone, Ranveer Singh, Shahid Kapoor, Aditi Rao Hydari"
tt1562872,Zindagi Na Milegi Dobara,2011,"comedy, drama, musical",three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Zoya Akhtar,"Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif"
tt2176013,Jab Tak Hai Jaan,2012,"drama, romance",an uncompromising film on true love from the legendary and unforgettable director yash chopra which is fascinatingly distinctive and contemporary.,Yash Chopra,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Lucy Phelps"
tt15128068,Monica O My Darling,2022,"comedy, crime, drama","a slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing not even death , is what it seems to be.",Vasan Bala,"Rajkummar Rao, Huma Qureshi, Sikandar Kher, Bagavathi Perumal"
tt14099334,Bhediya,2022,"comedy, fantasy, horror","set in the forests of arunachal, bhediya is a story of bhaskar, a man who gets bitten by a wolf, and begins to transform into the creature. as bhaskar and his buddies try to find answers, a bunch of twists, turns, and laughs ensue.",Amar Kaushik,"Varun Dhawan, Kriti Sanon, Abhishek Banerjee, Deepak Dobriyal"
tt1562871,Ra.One,2011,"action, adventure, sci-fi","when the titular antagonist of an action game takes on physical form, it's only the game's less powerful protagonist who can save his creator's family.",Anubhav Sinha,"Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami"
tt10028196,Laal Singh Chaddha,2022,"comedy, drama, romance","the story of laal singh chaddha, a simple man whose extraordinary journey will fill you with love, warmth and happiness.",Advait Chandan,"Aamir Khan, Ahmad Ibn Umar, Kareena Kapoor, Hafsa Ashraf"
tt1285241,Don 2,2011,"action, crime, thriller","don turns himself in and escapes with vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in berlin.",Farhan Akhtar,"Shah Rukh Khan, Florian Lukas, Om Puri, Priyanka Chopra Jonas"
tt15654262,Chup,2022,"crime, drama, mystery",a crime thriller in which police are on the hunt for a killer who is targeting film critics.,R. Balki,"Dulquer Salmaan, Shreya Dhanwanthary, Sunny Deol, Pooja Bhatt"
tt0172684,Kuch Kuch Hota Hai,1998,"comedy, drama, musical","during their college years, anjali was in love with her best-friend rahul, but he had eyes only for tina. years later, rahul and the now-deceased tina's eight-year-old daughter attempts to reunite her father and anjali.",Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji, Sana Saeed"
tt0461936,Don,2006,"action, crime, thriller","vijay is recruited by a police officer to masquerade as his lookalike don, the leader of an international gang of smugglers. things go wrong when the officer is killed and vijay is left to fend for himself.",Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Isha Koppikar"
tt0238936,Devdas,2002,"drama, musical, romance","after his wealthy family prohibits him from marrying the woman he is in love with, devdas mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.",Sanjay Leela Bhansali,"Shah Rukh Khan, Aishwarya Rai Bachchan, Madhuri Dixit, Jackie Shroff"
tt8130968,Badla,2019,"crime, drama, mystery",a dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. she hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Antonio Aakeel"
tt11905536,Gumraah,2023,"action, crime, drama",the murder investigation of a young man takes an unexpected turn when the cops discover that the prime suspect has a lookalike.,Vardhan Ketkar,"Aditya Roy Kapoor, Mrunal Thakur, Ronit Roy, Vedika Pinto"
tt2350496,The Lunchbox,2013,"drama, romance",a mistaken delivery in mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Ritesh Batra,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey"
tt15576460,Zara Hatke Zara Bachke,2023,"comedy, drama, family","kapil and somya are a happily married couple from indore who live in a joint family and decide to get a divorce one fine day. things don't go as planned as their family gets to know of it, and thus begins a comedy of errors.",Laxman Utekar,"Vicky Kaushal, Sara Ali Khan, Inaamulhaq, Sushmita Mukherjee"
tt0891592,Street Fighter: The Legend Of Chun,2009,"action, crime, fantasy","when a child, chun-li sees her father being captured by wealthy gangster bison. when she grows up, she goes into a quest for justice and bring down the criminal organization shadaloo which is led by bison.",Andrzej Bartkowiak,"Kristin Kreuk, Neal McDonough, Michael Clarke Duncan, Chris Klein"
tt13334578,Ganapath,2023,"action, drama, sci-fi","in a dystopian future, ganapath, a relentless and skilled vigilante, embarks on a mission to dismantle a powerful criminal empire that has gripped the city in fear, ganapath becomes a symbol of hope for the oppressed in which leads dark.",Vikas Bahl,"Tiger Shroff, Himanshu Jaykar, Kriti Sanon, Amitabh Bachchan"
tt12735488,Kalki 2898,2024,"action, drama, fantasy","a modern-day avatar of vishnu, a hindu god, who is believed to have descended to earth to protect the world from evil forces.",Nag Ashwin,"Deepika Padukone, Amitabh Bachchan, Dulquer Salmaan, Disha Patani"
tt0347304,Kal Ho Naa Ho,2003,"comedy, drama, musical","naina, an introverted, perpetually depressed girl's life changes when she meets aman. but aman has a secret of his own which changes their lives forever. embroiled in all this is rohit, naina's best friend who conceals his love for her.",Nikkhil Advani,"Preity G Zinta, Shah Rukh Khan, Saif Ali Khan, Jaya Bachchan"
tt0361411,Bride & Prejudice,2004,"comedy, drama, musical","a modern adaptation of jane austen's classic novel, pride and prejudice, that features the lives of four unmarried daughters in an indian family.",Gurinder Chadha,"Martin Henderson, Aishwarya Rai Bachchan, Nadira Babbar, Anupam Kher"
tt6571548,The White Tiger,2021,"crime, drama",an ambitious indian driver uses his wit and cunning to escape from poverty and rise to the top. an epic journey based on the new york times bestseller.,Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Vedant Sinha"
tt27989067,Lust Stories 2,2023,"drama, romance","four eminent indian directors explore sex, desire and love through short films in this sequel to 2018's emmy-nominated ""lust stories"".","R. Balki, Sujoy Ghosh, Amit Ravindernath Sharma, Konkona Sen Sharma","Tamannaah Bhatia, Vijay Varma, Neena Gupta, Mrunal Thakur"
tt3735246,Bajirao Mastani,2015,"action, drama, history","an account of the romance between the maratha general, baji rao i and mastani, princess of bundelkhand.",Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas, Tanvi Azmi"
tt0195002,Kaun?,1999,"mystery, thriller","while alone in the house, a woman hears news of serial killer on the loose. and then a stranger rings the doorbell...",Ram Gopal Varma,"Urmila Matondkar, Manoj Bajpayee, Sushant Singh"
tt5946128,Dear Zindagi,2016,"drama, romance","kaira is a budding cinematographer in search of a perfect life. her encounter with jug, an unconventional thinker, helps her gain a new perspective on life. she discovers that happiness is all about finding comfort in life's imperfections.",Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley"
tt9052870,Chhichhore,2019,"comedy, drama, romance","a tragic incident forces anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",Nitesh Tiwari,"Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma, Prateik Patil Babbar"
tt15145764,Freddy,2022,"drama, mystery, romance",the lines between love and obsession blur in this romantic thriller packed with unpredictable twists and sharp turns.,Shashanka Ghosh,"Kartik Aaryan, Alaya F, Karan Pandit, Sajjad Delafrooz"
tt2178470,Yeh Jawaani Hai Deewani,2013,"comedy, drama, musical","kabir and naina bond during a trekking trip. before naina can express herself, kabir leaves india to pursue his career. they meet again years later, but he still cherishes his dreams more than bonds.",Ayan Mukerji,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin"
tt7142506,Sir,2018,"drama, romance","a prosperous young indian man falls in love with his servant, a widow with the dream of becoming a fashion designer.",Rohena Gera,"Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra"
tt14295590,Mrs. Chatterjee Vs. Norway,2023,"biography, drama",an immigrant indian mother's battle against the norwegian foster care system and local legal machinery to win back the custody of her children.,Ashima Chibber,"Rani Mukerji, Jim Sarbh, Bodhisattwa Majumdar, Saswati Guhathakurta"
tt0374887,Munna Bhai M.B.B.S.,2003,"comedy, drama",a gangster sets out to fulfill his father's dream of becoming a doctor.,Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Gracy Singh, Boman Irani"
tt3495026,Fan,2016,"action, drama, thriller",gaurav's world revolves around the superstar aryan khanna. what happens when his passion turns into a dangerous obsession that crosses the fine line?,Maneesh Sharma,"Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza"
tt28540171,Welcome To The Jungle,2024,,police officers jay bakshi and sandhya have been given task to track down notorious criminal raj solanki. things take an unexpected turn when jay finds out that raj plays a significant role in his life.,Ahmed Khan,"Akshay Kumar, Sanjay Dutt, Disha Patani, Jacqueline Fernandez"
tt6148156,Vikram Vedha,2017,"action, crime, drama","vikram, a no-nonsense police officer, accompanied by simon, his partner, is on the hunt to capture vedha, a smuggler and a murderer. vedha tries to change vikram's life, which leads to a conflict.","Gayatri, Pushkar, Gowtham Selvaraj","Madhavan, Vijay Sethupathi, Shraddha Srinath, Kathir"
tt0169102,Lagaan: Once Upon A Time In India,2001,"drama, musical, sport",the people of a small village in victorian india stake their future on a game of cricket against their ruthless british rulers.,Ashutosh Gowariker,"Aamir Khan, Raghubir Yadav, Gracy Singh, Rachel Shelley"
tt28282716,Trial Period,2023,"comedy, drama",a working single mother's world turns upside down when her inquisitive son demands a new papa on a 30-day 'trial period'.,Aleya Sen,"Genelia Deshmukh, Manav Kaul, Shakti Kapoor, Sheeba Chaddha"
tt18413766,Kathal: A Jackfruit Mystery,2023,"comedy, crime, drama",a local politician whose prized jackfruits go missing and a young police officer who is adamant to solve this bizarre case to prove herself.,Yashowardhan Mishra,"Sanya Malhotra, Joshi Anantvijay, Vijay Raaz, Rajpal Naurang Yadav"
tt10280296,Sardar Udham,2021,"biography, crime, drama","a biopic detailing the 2 decades that punjabi sikh revolutionary, udham singh, spent planning the assassination of the man responsible for the jallianwala bagh massacre.",Shoojit Sircar,"Vicky Kaushal, Shaun Scott, Stephen Hogan, Amol Parashar"
tt3679040,Kisi Ka Bhai Kisi Ki Jaan,2023,"action, comedy, drama","the eldest brother refuses to marry since he believes it may create disharmony in his big family. his brothers, who've already found partners, come together to find a match for him.",Farhad Samji,"Salman Khan, Pooja Hegde, Venkatesh Daggubati, Jagapathi Babu"
tt15134398,King Of Kotha,2023,"action, drama, thriller","in a crime-infested town, kannan bhai and his gang are the reigning powers. to combat this reign and seek revenge, inspector shahul tactfully plots the return of the 'king', leading to a transformative turn of events.",Abhilash Joshiy,"Dulquer Salmaan, Aishwarya Lekshmi, Soubin Shahir, Ritika Singh"
